insured_name,cedent_name,country,currency,exposure,total_ceded_by_cedent,ceded_to_reinsurer,retained_by_cedant,policy_inception_date,policy_expiry_date,exclusion_status,exclusion_reason
SOUTHWEST AIRLINES,CHUBB,USA,USD,32394901.9,13777248.9,13294468.8,18617653.0,2024-01-31,2025-01-30,included,
TURKISH AIRLINES,HANNOVER RE,UK,GBP,81577043.4,55911970.6,54265685.7,25665072.9,2024-04-02,2026-04-02,included,
KOREAN AIR,ZURICH,USA,USD,69097575.3,59568379.2,58788163.8,9529196.1,2024-10-24,2026-10-24,included,
BRITISH AIRWAYS,CHUBB,USA,USD,76403256.5,48685834.4,46469903.1,27717422.2,2024-05-06,2026-05-06,included,
DELTA AIR LINES,SCOR,Germany,EUR,70439980.4,13001018.5,12609708.3,57438961.9,2024-08-18,2026-08-18,included,
CHINA SOUTHERN,HANNOVER RE,USA,USD,83197154.8,18414213.5,17691123.5,64782941.3,2024-04-02,2026-04-02,included,
RYANAIR,GENERALI,Germany,EUR,98446348.9,85787436.1,84399426.0,12658912.8,2024-06-16,2026-06-16,included,
JETBLUE AIRWAYS,ALLIANZ,Austria,EUR,95770936.7,28749032.7,27659418.5,67021904.0,2024-09-08,2026-09-08,included,
UNITED AIRLINES,ALLIANZ,Switzerland,CHF,26188373.9,5912372.7,5800699.1,20276001.3,2024-12-15,2026-12-15,excluded,Terrorism Exclusion
UNITED AIRLINES,SCOR,Germany,EUR,87828151.6,11402739.6,10973862.7,76425412.0,2024-08-27,2026-08-27,included,
CATHAY PACIFIC,ALLIANZ,Switzerland,CHF,20208539.1,8802824.2,8489741.1,11405714.9,2024-10-13,2025-10-13,included,
DELTA AIR LINES,ZURICH,Germany,EUR,19700046.6,1769071.8,1720356.1,17930974.8,2024-08-01,2025-08-01,included,
JETBLUE AIRWAYS,BERKSHIRE HATHAWAY,Switzerland,CHF,49689531.1,18472019.8,18230537.8,31217511.3,2024-05-18,2025-05-18,included,
JETBLUE AIRWAYS,GENERALI,Italy,EUR,56943705.3,30671830.1,30141393.2,26271875.2,2024-08-18,2025-08-18,included,
KOREAN AIR,HANNOVER RE,USA,USD,64613023.9,20377248.3,19623240.4,44235775.5,2024-09-09,2025-09-09,included,
SINGAPORE AIRLINES,ZURICH,Switzerland,CHF,64191290.6,15801795.8,15394445.2,48389494.8,2024-10-16,2025-10-16,included,
ETIHAD AIRWAYS,GENERALI,Germany,EUR,35004160.4,1917555.1,1849026.3,33086605.3,2024-08-10,2025-08-10,excluded,War Risk Exclusion
ANA (ALL NIPPON AIRWAYS),AXA,USA,USD,46095644.8,8469685.4,8162180.7,37625959.4,2024-03-01,2026-03-01,included,
AIR CHINA,BERKSHIRE HATHAWAY,USA,USD,66976345.5,13124727.7,12901793.4,53851617.8,2024-10-20,2026-10-20,excluded,Terrorism Exclusion
ANA (ALL NIPPON AIRWAYS),GENERALI,Austria,EUR,74299377.5,59202678.2,57612569.3,15096699.4,2024-10-23,2026-10-23,included,
EASYJET,CHUBB,USA,USD,41323599.9,29849442.0,28829679.8,11474157.9,2024-10-18,2026-10-18,excluded,Terrorism Exclusion
BRITISH AIRWAYS,AXA,UK,GBP,90236796.6,51189011.3,49148342.4,39047785.4,2024-12-28,2026-12-28,excluded,Terrorism Exclusion
DELTA AIR LINES,AXA,USA,USD,80303955.7,6228458.7,5965268.5,74075497.0,2024-06-29,2025-06-29,included,
JETBLUE AIRWAYS,ALLIANZ,Austria,EUR,36716268.3,30422945.6,29078258.0,6293322.8,2024-02-22,2025-02-21,included,
CHINA EASTERN,SWISS RE,Switzerland,CHF,50088896.0,5459463.2,5361341.1,44629432.9,2024-11-23,2025-11-23,excluded,Cyber Risk Exclusion
FRONTIER AIRLINES,ZURICH,USA,USD,44457561.6,622135.3,596408.4,43835426.3,2024-12-07,2025-12-07,included,
UNITED AIRLINES,ALLIANZ,Switzerland,CHF,87983543.8,39996465.0,39029715.7,47987078.8,2024-02-09,2025-02-08,included,
SAUDI ARABIAN AIRLINES,MUNICH RE,UK,GBP,83635537.5,19110248.7,18353103.2,64525288.8,2024-09-20,2025-09-20,excluded,Terrorism Exclusion
MALAYSIA AIRLINES,BERKSHIRE HATHAWAY,Germany,EUR,34245079.1,1488749.4,1461776.6,32756329.7,2024-06-27,2025-06-27,included,
BRITISH AIRWAYS,BERKSHIRE HATHAWAY,UK,GBP,61554689.6,17988641.3,17564534.1,43566048.3,2024-03-06,2026-03-06,excluded,War Risk Exclusion
ETIHAD AIRWAYS,MUNICH RE,UK,GBP,52264069.0,38233195.9,36838567.4,14030873.1,2024-12-14,2025-12-14,included,
LUFTHANSA GROUP,CHUBB,Singapore,SGD,57357792.5,8531037.6,8267864.3,48826754.9,2024-01-28,2025-01-27,included,
ETIHAD AIRWAYS,GENERALI,France,EUR,39050402.7,20217967.9,19432410.4,18832434.8,2024-12-12,2026-12-12,excluded,War Risk Exclusion
CHINA EASTERN,SCOR,France,EUR,52056031.5,16141010.2,15524563.3,35915021.3,2024-12-13,2025-12-13,included,
SAUDI ARABIAN AIRLINES,CHUBB,Switzerland,CHF,88731615.1,9858930.9,9449160.8,78872684.1,2024-07-20,2026-07-20,included,
AIR CHINA,BERKSHIRE HATHAWAY,USA,USD,45542311.5,39164753.6,37255934.2,6377557.9,2024-04-15,2026-04-15,excluded,Cyber Risk Exclusion
VIRGIN ATLANTIC,AXA,Germany,EUR,86364546.4,77015183.5,73931946.1,9349362.9,2024-12-07,2025-12-07,excluded,Pandemic Exclusion
THAI AIRWAYS,CHUBB,Singapore,SGD,98629357.3,46603977.7,44993821.9,52025379.6,2024-03-21,2025-03-21,included,
MALAYSIA AIRLINES,CHUBB,UK,GBP,32524170.7,2036324.2,1967689.4,30487846.4,2024-01-01,2024-12-31,excluded,Cyber Risk Exclusion
MALAYSIA AIRLINES,GENERALI,Austria,EUR,37328669.9,14334649.7,13976818.4,22994020.2,2024-02-11,2026-02-10,included,
UNITED AIRLINES,HANNOVER RE,USA,USD,12588797.0,2978658.0,2887549.1,9610139.0,2024-08-10,2026-08-10,included,
FRONTIER AIRLINES,AXA,France,EUR,98985386.0,35221715.5,33611660.4,63763670.5,2024-08-06,2025-08-06,included,
UNITED AIRLINES,SWISS RE,Germany,EUR,46608362.0,24368889.2,23760418.0,22239472.8,2024-12-13,2025-12-13,included,
CATHAY PACIFIC,HANNOVER RE,USA,USD,11677394.5,5005815.2,4894334.6,6671579.2,2024-07-30,2025-07-30,excluded,Cyber Risk Exclusion
KOREAN AIR,CHUBB,USA,USD,90730033.4,39048662.3,38209829.1,51681371.2,2024-12-07,2026-12-07,included,
JAPAN AIRLINES,ZURICH,USA,USD,31822368.9,24572764.3,24085413.2,7249604.5,2024-05-30,2026-05-30,excluded,War Risk Exclusion
EMIRATES AIRLINES,HANNOVER RE,Germany,EUR,43907714.1,18279838.9,17397477.7,25627875.2,2024-06-04,2025-06-04,included,
JAPAN AIRLINES,MUNICH RE,Germany,EUR,63912174.6,36438709.0,36004289.6,27473465.6,2024-02-05,2025-02-04,included,
SOUTHWEST AIRLINES,AXA,UK,GBP,37673940.4,107844.6,103877.0,37566095.8,2024-12-18,2025-12-18,included,
AIR CHINA,ALLIANZ,Austria,EUR,33174753.8,4869366.2,4634361.5,28305387.6,2024-04-12,2026-04-12,included,
SPIRIT AIRLINES,HANNOVER RE,Germany,EUR,29121501.0,17250430.0,17042158.7,11871070.9,2024-10-31,2025-10-31,included,
ALASKA AIRLINES,ZURICH,Switzerland,CHF,22833813.4,17885073.5,17104660.1,4948739.9,2024-02-29,2025-02-28,included,
EMIRATES AIRLINES,CHUBB,UK,GBP,17338536.4,8954936.0,8543004.7,8383600.4,2024-06-23,2026-06-23,included,
ALASKA AIRLINES,GENERALI,Austria,EUR,11423717.8,2028232.3,1972316.7,9395485.5,2024-11-29,2025-11-29,included,
EMIRATES AIRLINES,HANNOVER RE,France,EUR,89997490.8,2997495.1,2890001.1,86999995.7,2024-12-11,2025-12-11,included,
FRONTIER AIRLINES,CHUBB,Singapore,SGD,66889309.1,28459639.8,27707761.9,38429669.3,2024-08-17,2025-08-17,included,
JETBLUE AIRWAYS,ALLIANZ,Austria,EUR,12821036.4,9401338.5,8967976.2,3419697.9,2024-12-23,2025-12-23,included,
AIR FRANCE-KLM,BERKSHIRE HATHAWAY,UK,GBP,66919993.7,8525557.1,8297285.5,58394436.6,2024-10-03,2026-10-03,included,
THAI AIRWAYS,MUNICH RE,Singapore,SGD,46014334.2,29822424.7,29514866.5,16191909.5,2024-01-28,2026-01-27,excluded,Nuclear Risk Exclusion
JETBLUE AIRWAYS,ZURICH,Switzerland,CHF,87513494.5,14422894.4,14082013.5,73090600.2,2024-03-06,2026-03-06,included,
JAPAN AIRLINES,BERKSHIRE HATHAWAY,USA,USD,84967759.3,31102867.3,30294145.8,53864892.1,2024-05-06,2026-05-06,included,
SAUDI ARABIAN AIRLINES,SCOR,UK,GBP,72561991.6,24310036.9,23801002.1,48251954.7,2024-10-20,2025-10-20,included,
KOREAN AIR,HANNOVER RE,UK,GBP,30001495.6,2537640.8,2453568.1,27463854.8,2024-12-25,2025-12-25,included,
CATHAY PACIFIC,SCOR,Germany,EUR,54358070.0,13084837.7,12509558.1,41273232.2,2024-06-10,2025-06-10,included,
RYANAIR,SCOR,UK,GBP,64540099.1,22953910.2,22097208.8,41586189.0,2024-03-29,2026-03-29,excluded,Pandemic Exclusion
AMERICAN AIRLINES,AXA,Germany,EUR,52487128.9,42676321.7,41796217.5,9810807.2,2024-07-13,2026-07-13,included,
JAPAN AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,73143512.1,48674865.1,48029064.8,24468647.0,2024-10-01,2026-10-01,excluded,Nuclear Risk Exclusion
EASYJET,ZURICH,UK,GBP,98657430.5,20088127.4,19381190.9,78569303.1,2024-09-28,2025-09-28,included,
CHINA SOUTHERN,GENERALI,Italy,EUR,27577482.9,19297325.1,18404655.8,8280157.8,2024-06-24,2025-06-24,included,
THAI AIRWAYS,MUNICH RE,Germany,EUR,10212612.4,7380666.5,7258186.2,2831945.9,2024-11-10,2026-11-10,included,
UNITED AIRLINES,SWISS RE,USA,USD,60381420.1,45934964.6,44984557.7,14446455.5,2024-01-17,2026-01-16,excluded,War Risk Exclusion
CATHAY PACIFIC,ZURICH,Germany,EUR,44067692.6,3109395.1,3019883.2,40958297.5,2024-01-09,2026-01-08,included,
LUFTHANSA GROUP,AXA,USA,USD,84677455.0,38681690.1,37150921.6,45995765.0,2024-03-06,2025-03-06,included,
AIR FRANCE-KLM,BERKSHIRE HATHAWAY,Germany,EUR,17456402.5,9291315.1,9017867.6,8165087.4,2024-04-14,2026-04-14,included,
MALAYSIA AIRLINES,ALLIANZ,Austria,EUR,23942441.6,18110362.5,17349097.5,5832079.2,2024-05-29,2026-05-29,included,
SAUDI ARABIAN AIRLINES,AXA,UK,GBP,11702470.2,9887069.9,9520443.0,1815400.3,2024-01-18,2026-01-17,included,
THAI AIRWAYS,SWISS RE,USA,USD,63020006.8,7169927.1,6888096.5,55850079.7,2024-09-18,2026-09-18,included,
UNITED AIRLINES,GENERALI,Austria,EUR,11320512.8,9890760.8,9588827.7,1429752.0,2024-10-30,2025-10-30,included,
JETBLUE AIRWAYS,HANNOVER RE,France,EUR,78320811.7,22352779.8,22101108.2,55968031.9,2024-08-05,2026-08-05,included,
SINGAPORE AIRLINES,HANNOVER RE,Germany,EUR,42103798.0,1195037.9,1152961.9,40908760.1,2024-10-02,2026-10-02,included,
AIR CANADA,GENERALI,Germany,EUR,55492826.5,33800445.9,32384775.9,21692380.6,2024-12-12,2025-12-12,included,
THAI AIRWAYS,HANNOVER RE,USA,USD,74310589.4,45830752.3,44915768.7,28479837.1,2024-11-02,2026-11-02,included,
RYANAIR,HANNOVER RE,France,EUR,39118632.7,10049794.4,9614787.3,29068838.3,2024-12-29,2026-12-29,included,
CATHAY PACIFIC,AXA,USA,USD,45466183.7,9177422.2,8889259.7,36288761.5,2024-09-08,2026-09-08,included,
SOUTHWEST AIRLINES,GENERALI,France,EUR,10695576.5,7043001.5,6714058.6,3652575.0,2024-09-05,2026-09-05,included,
VIRGIN ATLANTIC,GENERALI,Germany,EUR,96178078.3,27018649.5,26510835.0,69159428.8,2024-07-31,2026-07-31,included,
QATAR AIRWAYS,ALLIANZ,Germany,EUR,94517527.1,55101518.9,53113730.5,39416008.1,2024-10-04,2025-10-04,included,
CATHAY PACIFIC,SWISS RE,UK,GBP,51229976.5,22860965.8,22556993.2,28369010.8,2024-01-31,2026-01-30,included,
CHINA EASTERN,BERKSHIRE HATHAWAY,UK,GBP,66511658.2,34954802.9,33991979.7,31556855.3,2024-04-10,2026-04-10,included,
KOREAN AIR,BERKSHIRE HATHAWAY,UK,GBP,80499893.7,42989727.1,42188829.3,37510166.6,2024-01-22,2025-01-21,excluded,Terrorism Exclusion
ETIHAD AIRWAYS,SWISS RE,Switzerland,CHF,58848091.3,50908089.2,49602788.5,7940002.1,2024-12-01,2026-12-01,included,
CHINA SOUTHERN,MUNICH RE,Germany,EUR,99760770.7,71258279.6,67971061.7,28502491.0,2024-12-03,2026-12-03,excluded,Pandemic Exclusion
CATHAY PACIFIC,BERKSHIRE HATHAWAY,Germany,EUR,16747891.8,4371771.1,4217126.6,12376120.7,2024-07-24,2025-07-24,included,
AMERICAN AIRLINES,SCOR,Germany,EUR,81641371.2,54400607.3,52471393.8,27240763.9,2024-01-08,2026-01-07,included,
ALASKA AIRLINES,HANNOVER RE,USA,USD,25391151.6,9481780.7,9334418.0,15909370.9,2024-05-15,2026-05-15,included,
SINGAPORE AIRLINES,SWISS RE,USA,USD,17933289.1,856308.5,835363.2,17076980.6,2024-08-22,2026-08-22,included,
CHINA EASTERN,SWISS RE,Germany,EUR,38073865.2,12158078.6,11563182.2,25915786.6,2024-06-18,2025-06-18,included,
AIR CHINA,SWISS RE,UK,GBP,85175734.7,3174295.0,3077291.6,82001439.8,2024-04-03,2026-04-03,excluded,Pandemic Exclusion
CHINA EASTERN,AXA,USA,USD,82907666.5,44535433.2,43201475.7,38372233.3,2024-07-13,2026-07-13,included,
ALASKA AIRLINES,MUNICH RE,USA,USD,84155730.0,61635262.7,60382422.8,22520467.3,2024-01-30,2025-01-29,included,
SAUDI ARABIAN AIRLINES,AXA,USA,USD,39405336.2,31767541.1,30613761.8,7637795.2,2024-08-06,2025-08-06,included,
JAPAN AIRLINES,SWISS RE,UK,GBP,45072474.8,28926891.5,28362298.1,16145583.3,2024-10-13,2026-10-13,included,
AIR CHINA,ALLIANZ,Germany,EUR,12283592.0,4298902.4,4229190.3,7984689.7,2024-01-28,2026-01-27,included,
CATHAY PACIFIC,ALLIANZ,Germany,EUR,78602686.6,22530671.0,21416374.2,56072015.6,2024-05-18,2025-05-18,included,
CATHAY PACIFIC,HANNOVER RE,Germany,EUR,54440614.4,30794406.4,30468037.4,23646208.0,2024-11-11,2025-11-11,included,
JAPAN AIRLINES,CHUBB,Switzerland,CHF,68825821.0,41366645.6,39553930.9,27459175.4,2024-04-26,2025-04-26,excluded,Terrorism Exclusion
SINGAPORE AIRLINES,MUNICH RE,UK,GBP,57047411.5,15514337.9,15235367.8,41533073.7,2024-06-08,2025-06-08,included,
SINGAPORE AIRLINES,ZURICH,Germany,EUR,87374475.5,45173591.2,43974107.8,42200884.3,2024-11-23,2025-11-23,included,
QATAR AIRWAYS,ZURICH,UK,GBP,18712159.1,11580359.3,11030384.4,7131799.7,2024-12-31,2026-12-31,excluded,Pandemic Exclusion
SPIRIT AIRLINES,ZURICH,Germany,EUR,87012443.4,60608766.8,58463188.9,26403676.5,2024-06-14,2025-06-14,included,
AMERICAN AIRLINES,HANNOVER RE,USA,USD,63606080.5,11328685.8,11066400.4,52277394.8,2024-08-30,2025-08-30,included,
SPIRIT AIRLINES,SCOR,USA,USD,41321071.0,22246099.8,21821430.8,19074971.2,2024-09-02,2025-09-02,included,
SPIRIT AIRLINES,CHUBB,UK,GBP,59797628.7,12102852.2,11620369.9,47694776.6,2024-06-04,2025-06-04,included,
SPIRIT AIRLINES,GENERALI,Austria,EUR,22250174.5,12023026.5,11430140.9,10227148.0,2024-01-03,2026-01-02,included,
MALAYSIA AIRLINES,SWISS RE,UK,GBP,35064382.4,21335774.9,20872362.7,13728607.5,2024-03-01,2026-03-01,included,
RYANAIR,ZURICH,Switzerland,CHF,35329100.0,25494056.6,24820585.2,9835043.4,2024-07-05,2026-07-05,included,
BRITISH AIRWAYS,SCOR,France,EUR,94704962.0,73620568.3,70731245.9,21084393.7,2024-10-12,2026-10-12,included,
ALASKA AIRLINES,AXA,France,EUR,73440770.5,46407834.8,44830694.2,27032935.7,2024-03-26,2025-03-26,excluded,Nuclear Risk Exclusion
EMIRATES AIRLINES,GENERALI,Germany,EUR,92283799.1,43216276.3,41507625.9,49067522.8,2024-02-24,2025-02-23,included,
BRITISH AIRWAYS,MUNICH RE,UK,GBP,72730925.7,6918255.3,6744020.8,65812670.4,2024-08-05,2025-08-05,excluded,Pandemic Exclusion
CHINA EASTERN,GENERALI,Germany,EUR,16627753.4,11239768.9,11117285.0,5387984.5,2024-03-12,2025-03-12,included,
AIR CHINA,GENERALI,Germany,EUR,65349289.3,52827046.6,51806523.6,12522242.7,2024-01-03,2025-01-02,included,
AIR CANADA,ZURICH,UK,GBP,42280675.4,22425386.0,22051164.0,19855289.4,2024-01-04,2025-01-03,included,
LUFTHANSA GROUP,BERKSHIRE HATHAWAY,Switzerland,CHF,80346908.1,46071682.5,43889623.9,34275225.5,2024-06-11,2026-06-11,included,
AIR CHINA,HANNOVER RE,France,EUR,71686603.2,43714132.5,42242117.3,27972470.7,2024-08-12,2025-08-12,included,
RYANAIR,AXA,Germany,EUR,60756441.5,7230585.7,7036289.2,53525855.8,2024-12-04,2026-12-04,included,
ETIHAD AIRWAYS,GENERALI,Austria,EUR,78984878.7,55821747.1,54487187.5,23163131.6,2024-12-10,2026-12-10,included,
VIRGIN ATLANTIC,HANNOVER RE,UK,GBP,64556306.9,8665211.3,8545336.0,55891095.6,2024-08-28,2025-08-28,included,
EMIRATES AIRLINES,SCOR,France,EUR,74121802.2,15903336.2,15669203.8,58218466.0,2024-06-14,2025-06-14,included,
BRITISH AIRWAYS,MUNICH RE,Singapore,SGD,31529187.8,2934923.3,2845910.5,28594264.5,2024-06-11,2025-06-11,included,
SAUDI ARABIAN AIRLINES,SCOR,USA,USD,85164235.3,45976539.8,44310876.8,39187695.5,2024-06-21,2026-06-21,included,
AIR CHINA,ZURICH,Germany,EUR,96640643.9,47262131.0,45297296.5,49378512.9,2024-06-24,2026-06-24,included,
QATAR AIRWAYS,GENERALI,France,EUR,40293792.7,34844008.1,33312698.3,5449784.6,2024-10-04,2026-10-04,excluded,Cyber Risk Exclusion
KOREAN AIR,HANNOVER RE,UK,GBP,12257762.2,1396269.6,1375437.4,10861492.6,2024-11-08,2026-11-08,excluded,Terrorism Exclusion
ANA (ALL NIPPON AIRWAYS),ZURICH,Germany,EUR,73533186.9,3560594.2,3431416.2,69972592.6,2024-08-22,2025-08-22,excluded,Pandemic Exclusion
SOUTHWEST AIRLINES,GENERALI,Austria,EUR,94471235.1,51730099.4,49264395.3,42741135.7,2024-10-12,2025-10-12,included,
SOUTHWEST AIRLINES,ZURICH,UK,GBP,23322136.6,8125362.7,7918145.6,15196773.9,2024-06-30,2025-06-30,included,
SPIRIT AIRLINES,CHUBB,Switzerland,CHF,92401573.9,54203863.6,51720804.2,38197710.3,2024-01-04,2025-01-03,included,
CHINA SOUTHERN,CHUBB,USA,USD,27691401.2,15204323.2,14883121.6,12487078.0,2024-05-09,2026-05-09,included,
SINGAPORE AIRLINES,SWISS RE,USA,USD,22782673.5,14780448.8,14614663.4,8002224.6,2024-08-08,2026-08-08,included,
BRITISH AIRWAYS,ALLIANZ,USA,USD,97458520.7,83844782.9,81321596.0,13613737.7,2024-06-04,2025-06-04,included,
CATHAY PACIFIC,SCOR,France,EUR,22112041.8,4009789.8,3863770.0,18102252.1,2024-04-03,2025-04-03,included,
THAI AIRWAYS,SWISS RE,Germany,EUR,35065526.4,23392199.9,23095844.6,11673326.5,2024-06-25,2025-06-25,included,
AIR CHINA,HANNOVER RE,UK,GBP,29436462.3,2426545.4,2376285.0,27009916.9,2024-06-01,2026-06-01,included,
JAPAN AIRLINES,HANNOVER RE,France,EUR,71269535.1,61966244.7,59272362.8,9303290.4,2024-07-02,2026-07-02,included,
CHINA SOUTHERN,ZURICH,UK,GBP,74182784.4,57080687.5,55073180.7,17102097.0,2024-01-24,2025-01-23,included,
CATHAY PACIFIC,BERKSHIRE HATHAWAY,UK,GBP,44385820.9,9048272.9,8761876.3,35337548.0,2024-04-16,2025-04-16,included,
ANA (ALL NIPPON AIRWAYS),SWISS RE,USA,USD,54441707.5,18372083.0,17837306.0,36069624.5,2024-05-01,2025-05-01,excluded,Terrorism Exclusion
AIR FRANCE-KLM,SWISS RE,UK,GBP,65606379.4,35861998.2,34762335.5,29744381.1,2024-11-29,2025-11-29,excluded,War Risk Exclusion
RYANAIR,BERKSHIRE HATHAWAY,Germany,EUR,75271626.4,43155337.4,41017987.1,32116289.1,2024-11-16,2026-11-16,included,
JAPAN AIRLINES,AXA,France,EUR,42158904.5,18347063.5,17816388.6,23811841.0,2024-07-09,2026-07-09,excluded,War Risk Exclusion
ALASKA AIRLINES,SCOR,Germany,EUR,43292597.6,35097459.1,34076868.1,8195138.5,2024-08-12,2025-08-12,included,
FRONTIER AIRLINES,ZURICH,UK,GBP,92511153.4,19575593.0,18615262.0,72935560.3,2024-07-16,2026-07-16,included,
SOUTHWEST AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,13311974.9,1556897.2,1519106.8,11755077.8,2024-12-22,2026-12-22,included,
TURKISH AIRLINES,ALLIANZ,Germany,EUR,77077504.8,27229009.3,25962379.8,49848495.5,2024-11-18,2026-11-18,excluded,Nuclear Risk Exclusion
CHINA SOUTHERN,SWISS RE,Germany,EUR,95161925.2,61644390.6,59924234.5,33517534.6,2024-12-21,2026-12-21,included,
CHINA EASTERN,BERKSHIRE HATHAWAY,UK,GBP,41703512.9,3696583.6,3540800.8,38006929.3,2024-01-24,2025-01-23,included,
DELTA AIR LINES,BERKSHIRE HATHAWAY,USA,USD,83624780.1,59689915.6,58786179.5,23934864.5,2024-09-03,2026-09-03,included,
UNITED AIRLINES,HANNOVER RE,UK,GBP,49725742.6,32265961.1,31778166.7,17459781.5,2024-12-04,2026-12-04,excluded,Terrorism Exclusion
EASYJET,AXA,Germany,EUR,37856390.3,18040747.0,17563572.2,19815643.3,2024-05-29,2025-05-29,included,
SOUTHWEST AIRLINES,SCOR,France,EUR,39904835.6,22695433.0,21843561.9,17209402.6,2024-06-18,2026-06-18,included,
TURKISH AIRLINES,SCOR,Germany,EUR,74287539.7,37936721.8,36564754.5,36350817.9,2024-08-29,2025-08-29,included,
KOREAN AIR,CHUBB,USA,USD,97735813.7,62132413.4,60598432.4,35603400.3,2024-11-25,2025-11-25,included,
BRITISH AIRWAYS,GENERALI,Germany,EUR,16184334.9,1039639.9,1008175.3,15144695.0,2024-04-17,2026-04-17,included,
MALAYSIA AIRLINES,SCOR,UK,GBP,70222226.3,19942129.5,19127761.8,50280096.8,2024-09-03,2026-09-03,included,
THAI AIRWAYS,SCOR,Germany,EUR,40246884.0,29009687.0,28110765.1,11237197.0,2024-11-22,2025-11-22,included,
BRITISH AIRWAYS,CHUBB,Switzerland,CHF,85925683.5,42809839.9,40825626.1,43115843.6,2024-09-17,2026-09-17,included,
UNITED AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,36394031.7,8996066.9,8605220.2,27397964.8,2024-01-18,2025-01-17,included,
DELTA AIR LINES,HANNOVER RE,France,EUR,97134388.8,62790774.7,62016137.6,34343614.1,2024-02-23,2025-02-22,included,
UNITED AIRLINES,ZURICH,Switzerland,CHF,81163909.2,72884950.1,71182501.0,8278959.2,2024-09-17,2026-09-17,excluded,Pandemic Exclusion
SOUTHWEST AIRLINES,CHUBB,Singapore,SGD,69484318.7,60668643.2,57723991.4,8815675.5,2024-09-14,2025-09-14,included,
SAUDI ARABIAN AIRLINES,MUNICH RE,Germany,EUR,39399825.9,2567335.0,2460961.1,36832490.9,2024-07-31,2026-07-31,excluded,Pandemic Exclusion
DELTA AIR LINES,ZURICH,USA,USD,57113685.6,43599378.3,42570517.2,13514307.3,2024-06-28,2025-06-28,included,
AIR CHINA,SCOR,France,EUR,22818521.3,1898787.5,1839659.1,20919733.7,2024-03-01,2025-03-01,excluded,Pandemic Exclusion
AIR FRANCE-KLM,GENERALI,Austria,EUR,56111832.2,240815.3,231241.9,55871017.0,2024-06-12,2025-06-12,included,
MALAYSIA AIRLINES,ALLIANZ,Germany,EUR,70817282.6,62475218.6,60069226.9,8342064.1,2024-06-16,2026-06-16,included,
VIRGIN ATLANTIC,GENERALI,Italy,EUR,14628168.8,10824552.7,10364409.9,3803616.1,2024-08-22,2025-08-22,included,
SAUDI ARABIAN AIRLINES,SWISS RE,UK,GBP,11377696.9,2204319.2,2108984.6,9173377.7,2024-03-25,2025-03-25,included,
RYANAIR,BERKSHIRE HATHAWAY,USA,USD,35247033.3,17981606.5,17122942.0,17265426.8,2024-05-29,2026-05-29,included,
AIR CHINA,ALLIANZ,Switzerland,CHF,19118576.9,359581.9,344087.8,18758995.0,2024-10-23,2025-10-23,included,
AMERICAN AIRLINES,HANNOVER RE,France,EUR,73806139.3,39907773.3,39208697.8,33898366.0,2024-07-29,2026-07-29,included,
KOREAN AIR,SCOR,France,EUR,29901234.7,23587395.9,22601266.9,6313838.9,2024-07-17,2025-07-17,included,
ETIHAD AIRWAYS,MUNICH RE,USA,USD,49807774.7,29150023.4,28625894.9,20657751.4,2024-05-26,2025-05-26,excluded,Cyber Risk Exclusion
LUFTHANSA GROUP,CHUBB,Switzerland,CHF,33941014.4,26007024.1,24730550.2,7933990.3,2024-03-07,2025-03-07,included,
FRONTIER AIRLINES,CHUBB,Switzerland,CHF,89464333.0,33803784.0,33425986.2,55660549.1,2024-04-18,2025-04-18,included,
ETIHAD AIRWAYS,CHUBB,UK,GBP,11409998.7,4049953.2,3894173.6,7360045.6,2024-06-13,2026-06-13,included,
FRONTIER AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,23655964.7,8731039.4,8524653.0,14924925.3,2024-10-11,2025-10-11,excluded,Terrorism Exclusion
TURKISH AIRLINES,ALLIANZ,Switzerland,CHF,30418494.5,6847147.5,6605946.7,23571347.0,2024-03-22,2025-03-22,included,
KOREAN AIR,SWISS RE,Germany,EUR,61919340.9,41146307.1,40020614.7,20773033.8,2024-07-08,2025-07-08,included,
ETIHAD AIRWAYS,CHUBB,USA,USD,23124905.7,11464458.3,11308161.5,11660447.4,2024-12-29,2025-12-29,excluded,War Risk Exclusion
BRITISH AIRWAYS,MUNICH RE,Germany,EUR,78356727.6,36218808.5,34426610.1,42137919.2,2024-12-24,2025-12-24,included,
AIR FRANCE-KLM,SCOR,France,EUR,48556184.6,9627015.9,9372941.5,38929168.7,2024-05-08,2025-05-08,excluded,Pandemic Exclusion
EASYJET,GENERALI,France,EUR,97760640.7,24581706.0,23914128.7,73178934.7,2024-06-29,2025-06-29,included,
AMERICAN AIRLINES,ALLIANZ,USA,USD,67241531.1,45584509.1,45034969.2,21657022.0,2024-08-30,2025-08-30,included,
JETBLUE AIRWAYS,SCOR,UK,GBP,33704127.5,10047830.8,9754139.0,23656296.7,2024-02-14,2025-02-13,included,
AIR CHINA,SCOR,Germany,EUR,42824132.3,27223295.2,26832234.5,15600837.1,2024-01-17,2025-01-16,excluded,Cyber Risk Exclusion
